Question,Answer,BotId
What can I do if I won't see config/build options in Jenkins,"You may want to check what access provision has been done for you, to access the Jenkins job content. Since Jenkins job access always got provisioned with provided AD groups during it's creation, check with those provisioned AD groups, if you are part of any of those. You need to be part of GroupAdmin for having the ""Configure"" and ""Build Now"" option, and part of ""developers"" group for ""Build Now"" option.
You can verify this either by going in ""Groups"" option in your left column of page, or by contacting your ""Project Lead/Srum-Master or Manager"".
If you are not part of any of those AD group, get yourself added to any one of them depending on your profile requirement from https://adam.cisco.com, search for the group and request for it's membership.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Am_not_able_to_see_configbuild_options_in_Jenkins_what_should_I_do_ for further details.
",5b3470df8982d029e48a4c0d
How can I see config or build options in Jenkins,"You may want to check what access provision has been done for you, to access the Jenkins job content. Since Jenkins job access always got provisioned with provided AD groups during it's creation, check with those provisioned AD groups, if you are part of any of those. You need to be part of GroupAdmin for having the ""Configure"" and ""Build Now"" option, and part of ""developers"" group for ""Build Now"" option.
You can verify this either by going in ""Groups"" option in your left column of page, or by contacting your ""Project Lead/Srum-Master or Manager"".
If you are not part of any of those AD group, get yourself added to any one of them depending on your profile requirement from https://adam.cisco.com, search for the group and request for it's membership.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Am_not_able_to_see_configbuild_options_in_Jenkins_what_should_I_do_ for further details.
",5b3470df8982d029e48a4c0d
How to enable artifactory deployment from Jenkins during build?," Please go to Jenkins job configuration
* Select the drop down option from Post build action ""deploy artifacts from artifactory""
* Select the repository URL as ""repo-art.cisco.com""
* ext-release-local option for release and ext-snapshot-local for snaphot build and save the configuration",5b3470df8982d029e48a4c0d
Enable artifactory deployment," Please go to Jenkins job configuration
* Select the drop down option from Post build action ""deploy artifacts from artifactory""
* Select the repository URL as ""repo-art.cisco.com""
* ext-release-local option for release and ext-snapshot-local for snaphot build and save the configuration",5b3470df8982d029e48a4c0d
Enable deployment while building," Please go to Jenkins job configuration
* Select the drop down option from Post build action ""deploy artifacts from artifactory""
* Select the repository URL as ""repo-art.cisco.com""
* ext-release-local option for release and ext-snapshot-local for snaphot build and save the configuration",5b3470df8982d029e48a4c0d
Can we enable artifactory deployment from Jenkins during build," Please go to Jenkins job configuration
* Select the drop down option from Post build action ""deploy artifacts from artifactory""
* Select the repository URL as ""repo-art.cisco.com""
* ext-release-local option for release and ext-snapshot-local for snaphot build and save the configuration",5b3470df8982d029e48a4c0d
Deploying artifacts from artifactory," Please go to Jenkins job configuration
* Select the drop down option from Post build action ""deploy artifacts from artifactory""
* Select the repository URL as ""repo-art.cisco.com""
* ext-release-local option for release and ext-snapshot-local for snaphot build and save the configuration",5b3470df8982d029e48a4c0d
Enable deploy artifacts," Please go to Jenkins job configuration
* Select the drop down option from Post build action ""deploy artifacts from artifactory""
* Select the repository URL as ""repo-art.cisco.com""
* ext-release-local option for release and ext-snapshot-local for snaphot build and save the configuration",5b3470df8982d029e48a4c0d
"""Artifactory Release Staging""  CI job failed with below message","Although you see this error message,the artifacts will be pushed to Release branch in Artifactory. we are working with Cloudbees vendor to resolve this error message issue. we will update you after resolving the issue.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Artifactory_Release_Staging_CI_job_failed_with_below_message for details",5b3470df8982d029e48a4c0d
CI job failed,"Although you see this error message,the artifacts will be pushed to Release branch in Artifactory. we are working with Cloudbees vendor to resolve this error message issue. we will update you after resolving the issue.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Artifactory_Release_Staging_CI_job_failed_with_below_message for details",5b3470df8982d029e48a4c0d
"Getting error like you are using an old subversion jenkins plugin, please consider upgrading","Although you see this error message,the artifacts will be pushed to Release branch in Artifactory. we are working with Cloudbees vendor to resolve this error message issue. we will update you after resolving the issue.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Artifactory_Release_Staging_CI_job_failed_with_below_message for details",5b3470df8982d029e48a4c0d
Build failed while using Artifactory Release Staging.,"Although you see this error message,the artifacts will be pushed to Release branch in Artifactory. we are working with Cloudbees vendor to resolve this error message issue. we will update you after resolving the issue.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Artifactory_Release_Staging_CI_job_failed_with_below_message for details",5b3470df8982d029e48a4c0d
Artifactory Release Staging failed,"Although you see this error message,the artifacts will be pushed to Release branch in Artifactory. we are working with Cloudbees vendor to resolve this error message issue. we will update you after resolving the issue.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Artifactory_Release_Staging_CI_job_failed_with_below_message for details",5b3470df8982d029e48a4c0d
Issue with Artifact Release Staging,"Although you see this error message,the artifacts will be pushed to Release branch in Artifactory. we are working with Cloudbees vendor to resolve this error message issue. we will update you after resolving the issue.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Artifactory_Release_Staging_CI_job_failed_with_below_message for details",5b3470df8982d029e48a4c0d
Artifact Release Staging is failing,"Although you see this error message,the artifacts will be pushed to Release branch in Artifactory. we are working with Cloudbees vendor to resolve this error message issue. we will update you after resolving the issue.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Artifactory_Release_Staging_CI_job_failed_with_below_message for details",5b3470df8982d029e48a4c0d
Artifactory staging build is failing with error saying SNAPSHOT detected in pom.xml file?,"If you find issue with Artifactory staging where, error says something like this:
[RELEASE] Release build triggered  > /apps/dftjenkins/bin/git config --get remote.origin.url # timeout=10  > /apps/dftjenkins/bin/git config core.sparsecheckout # timeout=10  > /apps/dftjenkins/bin/git checkout -f GDR_Q2FY17_LAE [RELEASE] Changing POMs to release version [RELEASE] ERROR: Snapshot detected in file '/apps/dftjenkins/jenkins_node/workspace/IT-CVC-Cisco_Commerce/CCW/PRICING/GDR/CCWPRICINGGDRDISCEN/discen-Tomcat7/lae/pom.xml': com.cisco.gdr.ui:GDRSetupUI:16.11.06-SNAPSHOT

**) If you are having multi-stack project configured in Jenkins, you should never configure the job with pre-build step for any renaming of groupID or ArtifactID during the run time of build.
**) Your POM should have exact the same definition of groupID and artifactID, as provisioned in Stack.",5b3470df8982d029e48a4c0d
Error: SNAPSHOT detected in pom.xml file,"If you find issue with Artifactory staging where, error says something like this:
[RELEASE] Release build triggered  > /apps/dftjenkins/bin/git config --get remote.origin.url # timeout=10  > /apps/dftjenkins/bin/git config core.sparsecheckout # timeout=10  > /apps/dftjenkins/bin/git checkout -f GDR_Q2FY17_LAE [RELEASE] Changing POMs to release version [RELEASE] ERROR: Snapshot detected in file '/apps/dftjenkins/jenkins_node/workspace/IT-CVC-Cisco_Commerce/CCW/PRICING/GDR/CCWPRICINGGDRDISCEN/discen-Tomcat7/lae/pom.xml': com.cisco.gdr.ui:GDRSetupUI:16.11.06-SNAPSHOT

**) If you are having multi-stack project configured in Jenkins, you should never configure the job with pre-build step for any renaming of groupID or ArtifactID during the run time of build.
**) Your POM should have exact the same definition of groupID and artifactID, as provisioned in Stack.",5b3470df8982d029e48a4c0d
SNAPSHOT issue in pom.xml,"If you find issue with Artifactory staging where, error says something like this:
[RELEASE] Release build triggered  > /apps/dftjenkins/bin/git config --get remote.origin.url # timeout=10  > /apps/dftjenkins/bin/git config core.sparsecheckout # timeout=10  > /apps/dftjenkins/bin/git checkout -f GDR_Q2FY17_LAE [RELEASE] Changing POMs to release version [RELEASE] ERROR: Snapshot detected in file '/apps/dftjenkins/jenkins_node/workspace/IT-CVC-Cisco_Commerce/CCW/PRICING/GDR/CCWPRICINGGDRDISCEN/discen-Tomcat7/lae/pom.xml': com.cisco.gdr.ui:GDRSetupUI:16.11.06-SNAPSHOT

**) If you are having multi-stack project configured in Jenkins, you should never configure the job with pre-build step for any renaming of groupID or ArtifactID during the run time of build.
**) Your POM should have exact the same definition of groupID and artifactID, as provisioned in Stack.",5b3470df8982d029e48a4c0d
Artifact staging build is failing because of snapshot in pom file,"If you find issue with Artifactory staging where, error says something like this:
[RELEASE] Release build triggered  > /apps/dftjenkins/bin/git config --get remote.origin.url # timeout=10  > /apps/dftjenkins/bin/git config core.sparsecheckout # timeout=10  > /apps/dftjenkins/bin/git checkout -f GDR_Q2FY17_LAE [RELEASE] Changing POMs to release version [RELEASE] ERROR: Snapshot detected in file '/apps/dftjenkins/jenkins_node/workspace/IT-CVC-Cisco_Commerce/CCW/PRICING/GDR/CCWPRICINGGDRDISCEN/discen-Tomcat7/lae/pom.xml': com.cisco.gdr.ui:GDRSetupUI:16.11.06-SNAPSHOT

**) If you are having multi-stack project configured in Jenkins, you should never configure the job with pre-build step for any renaming of groupID or ArtifactID during the run time of build.
**) Your POM should have exact the same definition of groupID and artifactID, as provisioned in Stack.",5b3470df8982d029e48a4c0d
Issue with artifactory stage build with message snapshot detected in pom file,"If you find issue with Artifactory staging where, error says something like this:
[RELEASE] Release build triggered  > /apps/dftjenkins/bin/git config --get remote.origin.url # timeout=10  > /apps/dftjenkins/bin/git config core.sparsecheckout # timeout=10  > /apps/dftjenkins/bin/git checkout -f GDR_Q2FY17_LAE [RELEASE] Changing POMs to release version [RELEASE] ERROR: Snapshot detected in file '/apps/dftjenkins/jenkins_node/workspace/IT-CVC-Cisco_Commerce/CCW/PRICING/GDR/CCWPRICINGGDRDISCEN/discen-Tomcat7/lae/pom.xml': com.cisco.gdr.ui:GDRSetupUI:16.11.06-SNAPSHOT

**) If you are having multi-stack project configured in Jenkins, you should never configure the job with pre-build step for any renaming of groupID or ArtifactID during the run time of build.
**) Your POM should have exact the same definition of groupID and artifactID, as provisioned in Stack.",5b3470df8982d029e48a4c0d
Build is failing due to web.xml attribute is required,"User need to specify webxml tag under configuration in pom.xml.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_webxml_attribute_is_required for further details",5b3470df8982d029e48a4c0d
web.xml issue,"User need to specify webxml tag under configuration in pom.xml.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_webxml_attribute_is_required for further details",5b3470df8982d029e48a4c0d
build failed because of web xml attribute,"User need to specify webxml tag under configuration in pom.xml.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_webxml_attribute_is_required for further details",5b3470df8982d029e48a4c0d
Is web. Xml attribute required during build,"User need to specify webxml tag under configuration in pom.xml.
Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_webxml_attribute_is_required for further details",5b3470df8982d029e48a4c0d
"Jenkins job build compilation fails saying compilation error, what to do?","There could be many reasons for this compilation error in your Jenkins job build. it can be possible due to:
**) Actual Code Compilation
There might be the chance when your actual code is not getting compiled properly, and so is the reason it's getting failed in Jenkins too. Best approach will be, always try to execute your build in your local machine/workspace before triggering the build from Jenkins for compiling new changes. Sometimes, you had to wipe out your .m2 repository content from your workspace to make sure, all your dependent package is getting downloaded during the build.

**) Missing dependent package
There might be a chance when your defined dependency didn't get downloaded during the build, either it was not available to download, or due to connection drop. Best approach will be to check the error for the missing dependency jar file and verify from the repository it's getting download from If it's due to connection drop, then you may want to wipe out your workspace and trigger a clean build. 

**) Corrupted dependent package got downloaded during build compilation
Quick workaround will be to wipe-out the workspace and trigger a fresh build, this will make sure that your broken package is getting downloaded properly this time
NOTE:  There might be chance that the .m2 repository of the Jenkins nodes got affected with dependents content and it's not getting fixed by workspace wipeout. During those scenarios, just follow below instaructions:
Go to Jenkins Job configuration page, Build section where maven configuration has been defined, click on Advanced option and select ""Use Private Maven Repository"", select option as ""Local to Workspace"" from drop down list, and save the configuration. Now trigger a new build post wiping out workspace. Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Jenkins_job_build_compilation_fails_saying_compilation_error_what_to_do for further details
",5b3470df8982d029e48a4c0d
Jenkins build compilation error,"There could be many reasons for this compilation error in your Jenkins job build. it can be possible due to:
**) Actual Code Compilation
There might be the chance when your actual code is not getting compiled properly, and so is the reason it's getting failed in Jenkins too. Best approach will be, always try to execute your build in your local machine/workspace before triggering the build from Jenkins for compiling new changes. Sometimes, you had to wipe out your .m2 repository content from your workspace to make sure, all your dependent package is getting downloaded during the build.

**) Missing dependent package
There might be a chance when your defined dependency didn't get downloaded during the build, either it was not available to download, or due to connection drop. Best approach will be to check the error for the missing dependency jar file and verify from the repository it's getting download from If it's due to connection drop, then you may want to wipe out your workspace and trigger a clean build. 

**) Corrupted dependent package got downloaded during build compilation
Quick workaround will be to wipe-out the workspace and trigger a fresh build, this will make sure that your broken package is getting downloaded properly this time
NOTE:  There might be chance that the .m2 repository of the Jenkins nodes got affected with dependents content and it's not getting fixed by workspace wipeout. During those scenarios, just follow below instaructions:
Go to Jenkins Job configuration page, Build section where maven configuration has been defined, click on Advanced option and select ""Use Private Maven Repository"", select option as ""Local to Workspace"" from drop down list, and save the configuration. Now trigger a new build post wiping out workspace. Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Jenkins_job_build_compilation_fails_saying_compilation_error_what_to_do for further details
",5b3470df8982d029e48a4c0d
Compilation failing with error,"There could be many reasons for this compilation error in your Jenkins job build. it can be possible due to:
**) Actual Code Compilation
There might be the chance when your actual code is not getting compiled properly, and so is the reason it's getting failed in Jenkins too. Best approach will be, always try to execute your build in your local machine/workspace before triggering the build from Jenkins for compiling new changes. Sometimes, you had to wipe out your .m2 repository content from your workspace to make sure, all your dependent package is getting downloaded during the build.

**) Missing dependent package
There might be a chance when your defined dependency didn't get downloaded during the build, either it was not available to download, or due to connection drop. Best approach will be to check the error for the missing dependency jar file and verify from the repository it's getting download from If it's due to connection drop, then you may want to wipe out your workspace and trigger a clean build. 

**) Corrupted dependent package got downloaded during build compilation
Quick workaround will be to wipe-out the workspace and trigger a fresh build, this will make sure that your broken package is getting downloaded properly this time
NOTE:  There might be chance that the .m2 repository of the Jenkins nodes got affected with dependents content and it's not getting fixed by workspace wipeout. During those scenarios, just follow below instaructions:
Go to Jenkins Job configuration page, Build section where maven configuration has been defined, click on Advanced option and select ""Use Private Maven Repository"", select option as ""Local to Workspace"" from drop down list, and save the configuration. Now trigger a new build post wiping out workspace. Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Jenkins_job_build_compilation_fails_saying_compilation_error_what_to_do for further details
",5b3470df8982d029e48a4c0d
Build compilation failing,"There could be many reasons for this compilation error in your Jenkins job build. it can be possible due to:
**) Actual Code Compilation
There might be the chance when your actual code is not getting compiled properly, and so is the reason it's getting failed in Jenkins too. Best approach will be, always try to execute your build in your local machine/workspace before triggering the build from Jenkins for compiling new changes. Sometimes, you had to wipe out your .m2 repository content from your workspace to make sure, all your dependent package is getting downloaded during the build.

**) Missing dependent package
There might be a chance when your defined dependency didn't get downloaded during the build, either it was not available to download, or due to connection drop. Best approach will be to check the error for the missing dependency jar file and verify from the repository it's getting download from If it's due to connection drop, then you may want to wipe out your workspace and trigger a clean build. 

**) Corrupted dependent package got downloaded during build compilation
Quick workaround will be to wipe-out the workspace and trigger a fresh build, this will make sure that your broken package is getting downloaded properly this time
NOTE:  There might be chance that the .m2 repository of the Jenkins nodes got affected with dependents content and it's not getting fixed by workspace wipeout. During those scenarios, just follow below instaructions:
Go to Jenkins Job configuration page, Build section where maven configuration has been defined, click on Advanced option and select ""Use Private Maven Repository"", select option as ""Local to Workspace"" from drop down list, and save the configuration. Now trigger a new build post wiping out workspace. Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Jenkins_job_build_compilation_fails_saying_compilation_error_what_to_do for further details
",5b3470df8982d029e48a4c0d
Jenkins job build compilation error,"There could be many reasons for this compilation error in your Jenkins job build. it can be possible due to:
**) Actual Code Compilation
There might be the chance when your actual code is not getting compiled properly, and so is the reason it's getting failed in Jenkins too. Best approach will be, always try to execute your build in your local machine/workspace before triggering the build from Jenkins for compiling new changes. Sometimes, you had to wipe out your .m2 repository content from your workspace to make sure, all your dependent package is getting downloaded during the build.

**) Missing dependent package
There might be a chance when your defined dependency didn't get downloaded during the build, either it was not available to download, or due to connection drop. Best approach will be to check the error for the missing dependency jar file and verify from the repository it's getting download from If it's due to connection drop, then you may want to wipe out your workspace and trigger a clean build. 

**) Corrupted dependent package got downloaded during build compilation
Quick workaround will be to wipe-out the workspace and trigger a fresh build, this will make sure that your broken package is getting downloaded properly this time
NOTE:  There might be chance that the .m2 repository of the Jenkins nodes got affected with dependents content and it's not getting fixed by workspace wipeout. During those scenarios, just follow below instaructions:
Go to Jenkins Job configuration page, Build section where maven configuration has been defined, click on Advanced option and select ""Use Private Maven Repository"", select option as ""Local to Workspace"" from drop down list, and save the configuration. Now trigger a new build post wiping out workspace. Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Jenkins_job_build_compilation_fails_saying_compilation_error_what_to_do for further details
",5b3470df8982d029e48a4c0d
Getting compilation error for jenkins build,"There could be many reasons for this compilation error in your Jenkins job build. it can be possible due to:
**) Actual Code Compilation
There might be the chance when your actual code is not getting compiled properly, and so is the reason it's getting failed in Jenkins too. Best approach will be, always try to execute your build in your local machine/workspace before triggering the build from Jenkins for compiling new changes. Sometimes, you had to wipe out your .m2 repository content from your workspace to make sure, all your dependent package is getting downloaded during the build.

**) Missing dependent package
There might be a chance when your defined dependency didn't get downloaded during the build, either it was not available to download, or due to connection drop. Best approach will be to check the error for the missing dependency jar file and verify from the repository it's getting download from If it's due to connection drop, then you may want to wipe out your workspace and trigger a clean build. 

**) Corrupted dependent package got downloaded during build compilation
Quick workaround will be to wipe-out the workspace and trigger a fresh build, this will make sure that your broken package is getting downloaded properly this time
NOTE:  There might be chance that the .m2 repository of the Jenkins nodes got affected with dependents content and it's not getting fixed by workspace wipeout. During those scenarios, just follow below instaructions:
Go to Jenkins Job configuration page, Build section where maven configuration has been defined, click on Advanced option and select ""Use Private Maven Repository"", select option as ""Local to Workspace"" from drop down list, and save the configuration. Now trigger a new build post wiping out workspace. Please go to URL: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Jenkins_job_build_compilation_fails_saying_compilation_error_what_to_do for further details
",5b3470df8982d029e48a4c0d
Build is failing due to duplicate in the reactor,"Artifact ID should not be the same in child pom.xml.
Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_duplicate_in_the_reactor
for further details",5b3470df8982d029e48a4c0d
Duplicate artifact ID issue,"Artifact ID should not be the same in child pom.xml.
Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_duplicate_in_the_reactor
for further details",5b3470df8982d029e48a4c0d
Build failed because of duplicate artifacts,"Artifact ID should not be the same in child pom.xml.
Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_duplicate_in_the_reactor
for further details",5b3470df8982d029e48a4c0d
Duplicate artifact ID in child pom.xml,"Artifact ID should not be the same in child pom.xml.
Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_duplicate_in_the_reactor
for further details",5b3470df8982d029e48a4c0d
Redundancy issue in pom.xml file,"Artifact ID should not be the same in child pom.xml.
Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_duplicate_in_the_reactor
for further details",5b3470df8982d029e48a4c0d
Same artifact ID in pom file,"Artifact ID should not be the same in child pom.xml.
Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_duplicate_in_the_reactor
for further details",5b3470df8982d029e48a4c0d
What are the steps for doing Artifactory staging/ Release build from Jenkins ?,"Please refer this url for the steps to be followed for triggering the staging artifactory build
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_What_are_the_steps_for_doing_Artifactory_staging_Release_build_from_Jenkins_",5b3470df8982d029e48a4c0d
Issue with staging artifactory build,"Please refer this url for the steps to be followed for triggering the staging artifactory build
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_What_are_the_steps_for_doing_Artifactory_staging_Release_build_from_Jenkins_",5b3470df8982d029e48a4c0d
Procedure for staging artifactory build,"Please refer this url for the steps to be followed for triggering the staging artifactory build
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_What_are_the_steps_for_doing_Artifactory_staging_Release_build_from_Jenkins_",5b3470df8982d029e48a4c0d
Steps for doing release build in Jenkins,"Please refer this url for the steps to be followed for triggering the staging artifactory build
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_What_are_the_steps_for_doing_Artifactory_staging_Release_build_from_Jenkins_",5b3470df8982d029e48a4c0d
Release build procedure ,"Please refer this url for the steps to be followed for triggering the staging artifactory build
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_What_are_the_steps_for_doing_Artifactory_staging_Release_build_from_Jenkins_",5b3470df8982d029e48a4c0d
Steps to be followed for staging artifactory build,"Please refer this url for the steps to be followed for triggering the staging artifactory build
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_What_are_the_steps_for_doing_Artifactory_staging_Release_build_from_Jenkins_",5b3470df8982d029e48a4c0d
Build is failing due to permgen size exception,"Step 1 :  Increase MaxPermSize in Maven_OPTS of job configuration
Step 2 : Need to add property ""-Xms512m -Xmx2048m -XX:MaxPermSize=1024m "" in Maven_Opts tab of Build configuration.
Please refer url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_permgen_size_exception
for further details
",5b3470df8982d029e48a4c0d
permgen exception issue,"Step 1 :  Increase MaxPermSize in Maven_OPTS of job configuration
Step 2 : Need to add property ""-Xms512m -Xmx2048m -XX:MaxPermSize=1024m "" in Maven_Opts tab of Build configuration.
Please refer url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_permgen_size_exception
for further details
",5b3470df8982d029e48a4c0d
Build failed because of permgen size issue,"Step 1 :  Increase MaxPermSize in Maven_OPTS of job configuration
Step 2 : Need to add property ""-Xms512m -Xmx2048m -XX:MaxPermSize=1024m "" in Maven_Opts tab of Build configuration.
Please refer url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_permgen_size_exception
for further details
",5b3470df8982d029e48a4c0d
Permgen size exception,"Step 1 :  Increase MaxPermSize in Maven_OPTS of job configuration
Step 2 : Need to add property ""-Xms512m -Xmx2048m -XX:MaxPermSize=1024m "" in Maven_Opts tab of Build configuration.
Please refer url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_permgen_size_exception
for further details
",5b3470df8982d029e48a4c0d
MaxPermSize issue during configuration,"Step 1 :  Increase MaxPermSize in Maven_OPTS of job configuration
Step 2 : Need to add property ""-Xms512m -Xmx2048m -XX:MaxPermSize=1024m "" in Maven_Opts tab of Build configuration.
Please refer url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_permgen_size_exception
for further details
",5b3470df8982d029e48a4c0d
After sonar upgrade sonar metrics are not getting in spark notification,Please reach out to code team as there are some modifications that need to be done from CDA end in order to get all the metrics to get displayed in spark notification.,5b3470df8982d029e48a4c0d
spark notification issue,Please reach out to code team as there are some modifications that need to be done from CDA end in order to get all the metrics to get displayed in spark notification.,5b3470df8982d029e48a4c0d
Issue with sonar metrics,Please reach out to code team as there are some modifications that need to be done from CDA end in order to get all the metrics to get displayed in spark notification.,5b3470df8982d029e48a4c0d
Unable to get sonar metrics in spark,Please reach out to code team as there are some modifications that need to be done from CDA end in order to get all the metrics to get displayed in spark notification.,5b3470df8982d029e48a4c0d
Could not get sonar upgrade  metrics in notification,Please reach out to code team as there are some modifications that need to be done from CDA end in order to get all the metrics to get displayed in spark notification.,5b3470df8982d029e48a4c0d
Build is failing due to Unmappable character for encoding UTF8,"Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_Unmappable_character_for_encoding_UTF8
and add code snippet in build.xml
Also you can try to build your project using Private Maven Repository .. Please refer to the Private Maven Repository section in the attached document.",5b3470df8982d029e48a4c0d
Unmappable character issue,"Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_Unmappable_character_for_encoding_UTF8
and add code snippet in build.xml
Also you can try to build your project using Private Maven Repository .. Please refer to the Private Maven Repository section in the attached document.",5b3470df8982d029e48a4c0d
Build failed because of unmappable char,"Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_Unmappable_character_for_encoding_UTF8
and add code snippet in build.xml
Also you can try to build your project using Private Maven Repository .. Please refer to the Private Maven Repository section in the attached document.",5b3470df8982d029e48a4c0d
Build is failing for unmappable chars,"Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_Unmappable_character_for_encoding_UTF8
and add code snippet in build.xml
Also you can try to build your project using Private Maven Repository .. Please refer to the Private Maven Repository section in the attached document.",5b3470df8982d029e48a4c0d
Unmappable characters causing issue during build,"Please go to url: https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_Unmappable_character_for_encoding_UTF8
and add code snippet in build.xml
Also you can try to build your project using Private Maven Repository .. Please refer to the Private Maven Repository section in the attached document.",5b3470df8982d029e48a4c0d
"SonarQube scan failed for error ""[ERROR] GC overhead limit exceeded -> [Help 1]""","Refer to the below URL for details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SonarQube_scan_failed_for_error_ERROR_GC_overhead_limit_exceeded__Help_1",5b3470df8982d029e48a4c0d
"What is ""[ERROR] GC overhead limit exceeded -> [Help 1]"" error","Refer to the below URL for details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SonarQube_scan_failed_for_error_ERROR_GC_overhead_limit_exceeded__Help_1",5b3470df8982d029e48a4c0d
What is SonarQube failed error,"Refer to the below URL for details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SonarQube_scan_failed_for_error_ERROR_GC_overhead_limit_exceeded__Help_1",5b3470df8982d029e48a4c0d
"How to resolve SonarQube failed error for ""[ERROR] GC overhead limit exceeded -> [Help 1]""","Refer to the below URL for details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SonarQube_scan_failed_for_error_ERROR_GC_overhead_limit_exceeded__Help_1",5b3470df8982d029e48a4c0d
"Can SonarQube failed error ""[ERROR] GC overhead limit exceeded -> [Help 1]"" be resolved?","Refer to the below URL for details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SonarQube_scan_failed_for_error_ERROR_GC_overhead_limit_exceeded__Help_1",5b3470df8982d029e48a4c0d
How can SonarQube failed error be resolved,"Refer to the below URL for details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SonarQube_scan_failed_for_error_ERROR_GC_overhead_limit_exceeded__Help_1",5b3470df8982d029e48a4c0d
"Way to resolve SonarQube ""[ERROR] GC overhead limit exceeded -> [Help 1]"" error","Refer to the below URL for details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SonarQube_scan_failed_for_error_ERROR_GC_overhead_limit_exceeded__Help_1",5b3470df8982d029e48a4c0d
"Where can I find solution for ""[ERROR] GC overhead limit exceeded -> [Help 1]"" error","Refer to the below URL for details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SonarQube_scan_failed_for_error_ERROR_GC_overhead_limit_exceeded__Help_1",5b3470df8982d029e48a4c0d
"What can be done for ""[ERROR] GC overhead limit exceeded -> [Help 1]"" error for SonarQube","Refer to the below URL for details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SonarQube_scan_failed_for_error_ERROR_GC_overhead_limit_exceeded__Help_1",5b3470df8982d029e48a4c0d
